"","ID","E1","E2","E3","E4","E5","E6"
"73",40,1263.44207644729,871.655906370216,779.674861945524,645.888987461782,763.224041149534,578.683724638564
"74",1105,1131.35578013785,719.054390182427,536.207665837775,603.134430451721,598.260915788694,469.68212780981
"75",856,1252.14835151467,692.408879455948,690.711031674871,420.127924214489,811.724350191707,575.72736281448
"76",82,1007.52624675857,939.374856071163,394.052284096781,499.985621348377,1294.98637175375,707.271604681801
"77",792,1046.67803400898,783.632395619025,721.801524335249,NA,796.519843422566,428.670503491056
"78",652,1226.76472242703,548.178531849005,524.236475106255,197.775362095418,963.894111600956,525.755440566761
"79",1062,1188.84022176021,974.237092339965,641.643117275678,407.533233232751,806.253106702638,580.169608641606
"80",754,1153.87524050235,688.8899647208,807.194192519048,278.814564238484,847.528297235261,554.033712880958
"81",320,NA,634.289731777339,600.90565680363,397.962621137955,836.433690271143,628.739661702225
"82",620,768.912963816922,563.849060493785,521.316856038449,452.257453005294,1068.64950684377,623.199810482851
"83",33,1107.34579421066,618.755583072699,846.493631905647,646.664111884976,1086.45250199132,671.938519167896
"84",1287,975.291844810731,548.036570853581,595.053502029109,660.429964427778,908.79771424678,442.901810876728
"85",69,1356.85149971251,844.105670969019,1012.43148791866,792.676258060044,711.273897161064,847.836810326548
"86",1569,1104.42499392168,954.715700810572,834.365413657222,556.163732717057,759.336403515445,648.663409933765
"87",997,1165.95532518293,733.808740206734,726.563048450953,407.519223595988,499.930632124403,555.627704783695
"88",1811,855.801099262429,668.097526553702,829.493715203388,445.932084449143,621.481169267307,551.38345879707
"89",514,911.75852070771,857.972051389181,409.786795976903,493.298980557945,780.595832035711,627.877116946657
"90",169,967.9786462239,788.578802427682,588.029628818134,413.287995492667,1091.05560973033,640.044296707168
"91",1743,910.425282273488,NA,622.068527093833,700.402208505597,875.369142778751,588.588174993363
"92",738,1385.38316135882,652.676189441375,383.132150029708,422.570495445286,655.582468268071,852.128957013703
"93",1580,939.34113393507,657.118815666013,540.148937273862,390.567080098879,876.834060842481,487.627091269238
"94",1068,1124.62792719067,921.354103532273,788.944824078601,451.640709570052,866.264160471796,694.303498050493
"95",1672,1044.11728724028,636.863698234835,638.364124845399,591.030769976998,825.921815544335,831.639003986347
"96",291,1032.47028624697,834.059827534037,721.210970632387,467.240625147053,589.317379530982,600.42057056037
"97",1111,1047.47600184589,772.973404644593,714.3677493397,294.13529658058,908.778623263922,749.689173536691
"98",681,1209.82546007601,819.932407344801,NA,584.834444202002,740.296721507683,771.255582322521
"99",1542,810.378049758099,722.619170569495,435.978094782607,493.409527750457,885.6238992274,277.364872928769
"100",1483,1080.99891014606,924.893493778398,707.758670060521,672.939244320225,619.752052620522,868.54815469824
"101",1335,853.969721639942,547.934448172502,564.320583939725,525.687598020484,551.532039419844,675.06021765192
"102",315,986.800351178893,979.852612216518,645.116928379366,281.534694076489,706.503323088828,856.477716329004
"103",459,1130.51074315295,983.813703907895,874.639790117635,540.4427989138,664.589158716966,575.437583684616
"104",144,1094.60387019325,812.676364836157,522.444009326237,447.703086980708,644.872727058794,655.743819743871
"105",321,1026.38211041823,807.126301146082,516.333264968834,564.220647173734,710.949992335164,375.168407555411
"106",128,1024.01026719314,652.114504028078,675.24769467218,579.200710517021,678.39104832937,813.784784358416
"107",1797,1296.14649955022,NA,426.723201315111,320.12572158739,628.419970328279,693.672140128028
"108",1211,822.593792322758,936.733334481549,748.477718279943,317.392167315205,421.099131210809,651.742609399466
"109",984,1170.40892264072,1159.92689245261,720.004824890485,471.81200742969,744.756964812848,406.647707942712
"110",1394,1079.15975575144,481.115155558084,969.383921451579,519.166291694176,828.512917977356,522.891052257021
"111",1565,775.240413173464,652.228416139227,576.072986278386,594.971939588213,NA,404.197082008944
"112",1348,1281.15177526626,607.021055110863,872.952871610201,472.548879578741,680.164593599969,606.877854151491
"113",16,964.949112774235,955.244383708202,443.501703728896,462.400021885679,908.510136314655,348.554708837444
"114",1653,971.491950230598,795.656610498741,883.727349342146,487.223737542255,861.859422198209,571.707944997961
"115",87,1067.68377387878,514.153331638897,571.872242636453,450.681717365435,757.918480191497,463.46273744928
"116",1037,1047.89531843341,747.969213942581,668.940702086114,464.778135242602,800.855974331328,719.019273856107
"117",798,1186.58872759813,684.984750827687,444.414254535518,524.793777900873,941.100782381713,961.874154933245
"118",1582,897.193812949638,939.187246468678,478.737579041026,313.684569992739,610.945002578934,789.144146175352
"119",1810,1105.01904398245,697.291813717038,978.84490069709,362.626200940348,612.242362281408,439.244984392739
"120",133,NA,703.701323898248,784.652328502628,304.851184379421,895.79889176018,386.068378886318
"121",889,1297.92812237969,796.33730446747,829.032533306734,278.652744130811,707.066154200437,573.875637649591
"122",1562,1231.40569905023,758.459126536884,720.874500375158,711.056011537094,984.21035630553,732.130790903533
"123",277,1100.86367860854,830.760676352589,805.257779436388,465.111120624916,988.141466947365,420.675477322508
"124",164,1187.7890510362,698.29836300773,1011.5547322796,516.242122251663,860.923293931521,NA
"125",447,1173.35047566021,824.773677164547,840.614295533228,310.07692787248,505.037152742307,487.207433987352
"126",233,922.304498815303,877.898815264236,451.778832806997,371.761959195573,981.533868591774,1019.00673062374
"127",1331,1171.6990645565,931.786528789619,735.051506364056,263.291253813953,712.326775314389,440.196731631358
"128",78,1117.49812394552,454.303480158242,631.617165137959,190.521839384864,1038.99574206168,521.42795940638
"129",140,971.862711521731,381.681195065262,732.789041301937,708.095378221763,798.471347656481,394.778805805969
"130",306,1114.47864369146,801.062009668383,646.677068836203,221.831153642594,808.420725885937,663.130203939985
"131",346,956.09882060747,750.667669205108,827.375273948282,595.337915920683,454.523729926369,609.749506304547
"132",1291,929.669130069883,750.871115662514,617.255261083311,636.691726795307,742.948011534985,576.676553551353
"133",1493,1000.15376203361,554.928029870415,841.999656785741,448.343165189787,568.106091186778,923.187764840843
"134",728,1227.12724885528,868.441859573056,714.049436895408,456.159346835591,914.861548059964,654.8752064709
"135",1560,1263.8915536535,810.239362847328,703.748821127767,526.304238609597,662.711888623538,524.215367526081
"136",1433,1106.51893904136,892.727893710861,693.875718832449,705.928873299501,1045.47963482071,722.888683267128
"137",1072,1089.25641464438,570.969283539597,818.322301319305,544.760466248252,820.163508630712,571.612135242656
"138",1446,1033.3415408832,625.522742727889,469.414189893859,592.545729411285,831.226058555231,964.070845318374
"139",1265,913.866101935942,686.021955327003,777.519987794178,731.106242535347,952.632115472461,361.63911395606
"140",1412,1228.4136351643,708.996645095523,584.014830597491,533.256997604057,1032.75235067536,603.854397057614
"141",843,889.264493535594,711.217103251488,663.270833073638,585.641507691864,749.85767820524,500.376604519776
"142",1490,1009.44965980913,666.690608250808,536.284367896931,488.965101049503,853.067843880925,651.086100478268
"143",1715,902.811128601265,867.262605516449,738.439552878794,545.350714795083,855.361406781698,536.421858324789
"144",1109,692.724842107643,641.423980189889,657.68953028695,518.6949607364,1064.73384983892,740.198258962769
"145",698,1120.2965846866,421.288990249867,702.282629564473,697.936622360561,921.698591051061,651.478784708017
"146",50,1100.11812453264,674.298676870754,823.667415372524,610.844739265244,684.18596527557,796.067770298823
"147",1536,1290.05805641916,443.142106238626,742.111977534199,690.750329309843,970.769113964626,606.55853514848
"148",731,1044.28977416324,755.085049810237,746.007834800941,722.524236768483,957.772699662818,915.645854654345
"149",1292,1132.96328430672,686.303342892198,649.016604318575,295.84833672947,1092.06840345084,659.315625683382
"150",1074,1036.37857574757,716.769678831207,515.526982642005,489.543248670847,867.170023033073,672.991490253651
"151",117,1133.58767523907,859.98634573614,768.479175800617,101.090085497475,560.758121429396,572.301412006027
"152",1817,1172.6574627735,652.024766788132,948.202422050673,208.196735598687,709.194465846258,650.34968327986
"153",769,1299.08699266011,1096.16875841339,762.915587275651,489.002928506412,655.50387058604,697.506754180952
"154",355,1055.90905633121,495.987834499235,703.265414975814,271.454947443873,975.203360718661,700.002906240381
"155",1422,1056.43700753203,697.07938099151,601.51601075047,567.912088158883,633.158923904236,705.066773583009
"156",1417,979.879131936543,NA,610.945202100069,551.949593687735,875.84503497675,636.897246155983
"157",774,1103.51430504197,801.02214389753,696.038984261167,498.214468251919,615.813285808208,536.277651880393
"158",1431,844.567002749412,842.726769750637,517.933661924356,223.92071273182,939.359888092486,763.844291608339
"159",1791,1089.97983164766,808.256662857931,715.548809947706,478.076862605706,958.888552358033,577.432283103469
"160",726,1098.8794411842,836.721041231492,447.772422566406,464.987627049276,703.696980286369,543.893957737442
"161",1240,833.290353262539,539.111014466938,674.950781971876,504.348331141544,847.803850608647,290.360892941583
"162",1796,620.173707513479,727.884224119268,692.414332191679,547.478185862333,782.228594238831,761.747790084363
"163",1627,842.58507598448,690.680616148421,474.105530454925,607.565838837659,866.096281013304,691.613167181063
"164",1682,994.377015858424,411.771136421222,615.286757015246,606.325310434137,855.331269515175,708.340792117367
"165",1143,1343.85374290693,771.491400628984,471.098038321444,562.68883861708,713.78245499889,619.425308875183
"166",435,950.369725415149,603.782357965406,711.405150117091,366.273657833043,849.277127591047,744.801983561982
"167",826,724.692456668653,907.643678010399,556.796361717456,607.393581179934,1104.61936999097,833.034757251589
"168",286,986.409912602107,924.311987179867,630.650814919975,641.451984574118,899.077915677948,575.25871728959
"169",554,1498.73554355633,855.909774528944,842.523676052948,671.213648380187,963.267325955227,729.133993588791
"170",399,908.635659780023,867.926411627018,664.200496203426,501.273618502057,NA,396.839795283751
"171",1785,875.669263524479,788.749631011679,793.769654013593,551.962742107422,714.60363006862,504.419036697132
"172",375,1165.59255802099,630.983386578417,788.685691097388,313.020673646394,957.909755462221,501.398273953386
"173",1009,1081.82824906386,823.198554448463,535.064964422831,192.221399547889,963.589743017079,713.018752758781
"174",1738,955.00071144096,651.696574546381,667.943708676884,425.008503608029,656.596545416403,599.230068063515
"175",638,1005.00322929967,735.903475935249,774.235623862614,794.973562736899,864.408472018279,746.106106855072
"176",1506,934.515819573277,899.324694625746,432.209937151795,455.648625983165,974.896769870283,834.922195286611
"177",1703,803.226249850553,NA,770.877889384802,671.133851675218,960.435375396817,886.527093321326
"178",1045,1367.29691193213,987.144614526072,600.159186404224,474.479821069451,647.524368538817,428.510736689204
"179",1342,1168.8943989633,776.487897969591,702.254655763542,498.808169376908,705.56283050497,820.143908071028
"180",1457,586.416185627768,687.279574619086,744.309429908815,680.053291201024,1226.02013039276,611.489482046836
"181",1741,1043.75629778736,712.691150589532,572.746516104213,650.739973657744,712.715186934523,641.131717060221
"182",1844,1016.90078182123,607.346058140995,632.276191975108,454.017671376119,716.948974869323,620.403572489152
"183",1048,1324.40008501779,721.734020192345,702.711921191231,450.258784095456,733.985522543362,778.621160402232
"184",747,959.383886941256,795.065273519969,449.00251215479,169.73384872907,763.447940179748,551.78703402112
"185",858,926.264431280724,767.903730960327,647.161618419779,615.550744694118,650.978365580453,812.887853304289
"186",138,1131.55897836405,732.177683518066,583.232124748797,792.485009834784,735.1088930415,938.514433813947
"187",1154,1178.01195807974,901.080580837469,881.892059460978,773.616447504147,854.284092106921,479.48858638674
"188",470,944.104019032856,752.091700290817,454.897948643332,260.6883908437,647.754885343176,345.650723256689
"189",864,1068.23544173078,550.976239675101,498.52024886406,440.089826787451,774.23741553858,589.051251319211
"190",1350,900.606155564172,668.388875176995,794.317944920327,314.541771298574,923.335643400084,611.081547374469
"191",476,1153.31257098152,873.14584750557,554.510032233453,453.718064533603,1086.37900291274,642.118476781963
"192",1396,1035.26050556379,901.462461097856,313.756352287097,703.201106322318,494.022785959041,692.938414683353
"193",524,1047.40680236723,739.207987095864,634.967385098427,515.520396473299,820.256615119909,878.500569312537
"194",1103,1228.99177307995,788.447607514465,559.070505792011,512.494036242442,850.079413636189,606.58321152193
"195",1042,1049.82425275296,690.439511588614,805.280404561003,173.05181074455,907.525489638605,755.933446636799
"196",1218,982.123734283916,788.077502164867,768.856952378683,807.103921323728,824.15966854362,949.751637142165
"197",819,884.923581589317,965.632836638414,784.31831725319,622.578843233662,1014.50118581081,469.212157359926
"198",1498,922.408069269407,917.450380731738,744.91015921346,503.874336623817,775.945023132846,821.164999451939
"199",875,1023.17345662897,627.892806325162,562.500924160842,430.044009256947,986.331269790053,632.19194415745
"200",692,802.707186940721,606.711638665021,603.19071261047,518.499930240996,591.913484988579,599.651166125675
"201",658,1087.16991827344,863.127677055734,496.998081057458,691.923240624836,791.893006833686,504.955620935369
"202",372,1058.96615128183,876.123621970962,988.683791633199,299.17109762796,866.040338500402,784.134947168739
"203",825,1014.52807285568,996.507278314022,648.634238774088,512.78490896548,722.448880145735,673.29716610878
"204",996,1190.05034355499,718.652442792968,520.173497531486,743.008304809657,1019.02192769332,786.96356178367
"205",1670,1214.69825014461,1183.95424843872,893.016801965001,761.911038864148,945.783495177522,NA
"206",1351,1080.54268270693,763.245231225131,669.851125244166,599.537788862977,843.852192004915,361.485154373782
"207",400,1134.74947869746,826.231087472152,567.868599593057,488.600065618559,845.228671765656,676.093593753064
"208",891,792.900357964795,853.65730798314,718.281017349709,422.576162432535,807.72357365516,915.977190730936
"209",1706,959.216777539164,804.113301154939,613.103166213921,685.365613938278,844.969560394947,738.104648171918
"210",822,940.886555927565,774.981391425322,587.744988397209,516.191173576684,956.216574060388,816.249961015162
"211",712,921.510217447666,852.954612447753,574.124806002712,477.297620959078,574.242743982532,860.452028709675
"212",948,1167.05162594923,768.772023121511,480.544422217446,599.72229614759,842.11206492752,663.884405954322
"213",1053,1037.87809182236,883.949268655687,740.565039471667,371.198662814651,589.046643794417,938.363328384618
"214",1202,957.269510174576,971.729445924566,905.509536394404,635.763957771389,876.749325940842,601.71713675356
"215",433,1114.06384744262,614.089203752872,689.236444700523,585.251861538789,602.610198476953,427.682032620668
"216",1019,1122.7965767334,972.127181593413,920.817105561925,796.362519664973,799.618553391234,528.092817255547
"217",294,974.559957564906,692.299494237671,575.863372114146,541.008944731616,899.949677684705,808.415423498421
"218",702,1279.52779889778,523.682822696399,772.156266217426,522.409539690734,555.923486134257,854.37950729942
"219",123,985.03562939084,963.427443420695,822.247045010228,253.363093146603,838.464621756451,368.691610821338
"220",591,894.132637275793,854.168135352401,615.4042538189,768.171094951899,631.814232604042,294.810063152128
"221",1346,1074.53620685504,712.767727276129,604.694826895336,594.578633591492,940.284372728234,679.806283571634
"222",1184,712.934854507335,909.680178531211,721.653438662786,397.063014049438,838.228951757834,416.710603209874
"223",1818,1176.50518317657,799.824957087876,886.320959379588,807.582197764566,729.082573412071,523.909486508449
"224",886,1517.27794455682,862.012850565482,646.137345637197,380.971088086966,1163.03354941059,746.202698019302
"225",605,934.559023669902,872.613388525172,764.133186992643,436.1208435327,674.333055555206,483.399203005783
"226",1776,1340.52821110107,654.775708051498,850.242069142347,585.899136037733,947.196834880766,761.938740032425
"227",1259,1104.39301192299,490.033438549851,671.769282603148,397.88319969939,589.589310940007,606.362269507037
"228",1148,1072.71469474851,701.645337788089,812.131143515649,516.537479048872,737.161117920291,542.583583567697
"229",1051,1080.8773649608,828.100217195259,656.361117398854,489.636470754005,814.466149694196,411.212730593644
"230",1212,951.675018656279,561.717553926949,538.595590602366,596.504494223661,539.719667086589,544.02938343144
"231",370,763.941892257465,866.946311641931,917.87410465978,591.407940308174,1228.23267249681,189.218775735728
"232",1441,1152.31849338306,715.853300105867,818.309014828185,559.397825866213,759.845053232246,470.409344581643
"233",1329,795.488326362066,923.973821719681,572.793887217214,638.779166466741,867.209457442002,310.783143614092
"234",529,1168.35287521746,821.597489178546,498.899548664812,259.897748896447,743.898204126408,691.225447289844
"235",1223,906.640455781859,905.423073168867,565.205353110685,664.520773374043,485.974378593649,782.211549277972
"236",1026,1132.58522282054,945.295485290344,491.080425436373,36.7208979936877,853.291183772634,545.519915514586
"237",775,1176.20397368506,632.871624594782,551.153675849815,610.192028797604,784.503238976883,804.319670052197
"238",1482,869.969931701559,885.170344726455,378.447747355529,835.25854294478,703.966628737854,629.23024629643
"239",488,1115.98415703983,592.920693350608,506.017474668353,813.129436878549,839.03546366224,380.880964452214
"240",86,1097.38758230788,841.481829450212,450.501687069378,551.995213500866,993.145779425093,653.077122068445
"241",1234,838.144930878096,1037.16087625816,394.352406306857,559.179826386133,827.03246383739,379.310979053306
"242",910,998.944302807796,540.593526553015,580.260821783206,525.874947103691,579.704730974378,585.03363323379
"243",618,695.484707037466,903.87938062906,874.110244676291,474.184132988355,1037.44433015626,376.805066972339
"244",1272,1215.621440362,698.574871956887,397.868304054208,463.355457376715,676.844768463588,507.602652623237
"245",1524,1051.33979014958,680.360343167291,552.428221242496,506.08218058262,992.771047748565,692.689470926509
"246",965,1235.23055800062,1036.18916514615,802.234865589959,401.861173065472,NA,509.493542994244
"247",1054,1132.286227409,740.049590186977,552.187800025474,594.015814316042,1105.80263000637,467.448256954929
"248",425,756.476786573503,753.570008863459,909.224584891731,400.03756676498,800.999711064276,420.039528730829
"249",1112,1189.59069063834,642.704714732743,922.562992279414,535.873869139152,872.340290334577,857.36649568158
"250",896,1030.34815916716,846.379662366579,720.014503806477,729.616624151665,899.695160174546,663.06186194507
"251",688,1088.37569858614,763.387804436412,742.951830937153,329.039727054099,553.332790803777,338.940349343944
"252",1781,914.263682164171,985.480323037799,674.128632556476,488.35224371656,589.041117580056,585.523412687846
"253",1590,978.662088269639,NA,525.588543779022,785.900416837326,716.114501227403,499.45956493498
"254",1316,1368.65784897287,897.809575692911,727.422786669859,542.071849868734,914.193307538942,588.271812951033
"255",270,820.480222507278,765.361891668303,834.909950134939,688.905527829164,737.067767030595,759.115197133861
"256",1571,1005.91011192128,608.478585625569,931.874883171701,356.470130335142,929.558641666305,435.280413375202
"257",1165,1199.71534342272,888.722933904705,550.204460025482,435.655887314873,729.550383904893,703.707493626512
"258",184,1079.90882480997,733.089785917262,881.980804842741,356.974520886257,677.424163363877,479.388171283297
"259",47,1092.51680178699,790.525753303596,817.375213671405,431.014248160947,534.318829966857,597.198108820894
"260",501,1096.61352593188,876.345583250081,891.456200873209,484.603309241883,1068.41988599069,806.990552153384
"261",519,1191.02108417823,955.336201145216,722.755604540773,562.500228628522,576.6654806505,535.296971998893
"262",22,913.490597500736,1005.49300554164,757.519669960224,657.933622546707,813.875122618879,689.129209418148
"263",1252,1219.54526561793,796.329655162329,NA,665.242506264247,892.908230181991,567.348658024322
"264",188,1253.39275425501,958.597119800412,495.472373976015,394.05740848563,744.163265793045,463.123034579827
"265",1567,1331.65034483742,849.982013149069,811.59981408867,324.84304725829,966.269427098916,769.623583451148
"266",25,1191.62694511224,488.945050316028,775.303319469963,420.495794410547,878.897450572696,621.0117392187
"267",978,1142.26030785845,853.206095228085,823.714542257155,457.978867113795,580.803993948426,703.862469579958
"268",560,1024.15154960263,875.579603431795,878.950979582177,684.768553312899,663.531136052696,716.415037605011
"269",1106,852.511608428848,930.386273531078,668.090153992246,703.045388681878,737.437048240084,693.033807126639
"270",299,1204.62515478263,1011.99278671372,754.265744737692,607.611804866448,908.932851543708,756.928516608047
"271",656,1069.57107395599,1019.90085052334,649.544290226681,366.412798550318,957.352917450125,338.244184770032
"272",1586,1124.54371044845,823.279728023805,825.203209263989,394.045521751874,563.662942232708,549.133925050926
"273",1790,1223.84807374614,636.729822126624,763.525567505428,194.654048545927,887.069987473197,678.560305198034
"274",494,943.342993419685,966.332720447898,707.681676193419,639.839067885779,415.490725924409,693.677487245244
"275",422,880.244349654709,863.517011641052,401.47817669813,626.411623682165,748.003318084166,677.712779156068
"276",907,1043.68929427574,981.770267665024,683.486162525,581.492512146043,866.033893751563,636.88991417859
"277",1461,1348.15507433243,1105.76951266909,827.52902120472,279.894931261959,885.80024765122,400.385397978854
"278",339,858.001687446093,746.555985286002,832.558406474422,463.197784983146,602.049486984114,368.893022885329
"279",1812,954.840485794662,722.145523958116,642.10192538492,758.755524990405,1192.79530872093,706.92900313343
"280",1671,1021.3897156624,949.532815641877,625.832957454359,693.288144700772,1093.8801962861,657.193933604495
"281",1822,1130.48335581875,1105.96307083405,846.303149561691,382.503021667652,950.355832052999,665.445070554285
"282",388,1080.25119713092,555.509163215172,723.166645945787,590.905266958523,844.53765842629,587.197160400503
"283",1058,1331.46089300667,756.024666163603,597.210722242355,174.428733747465,831.542004867166,636.173172119695
"284",450,1110.91510075099,808.611477427787,825.98901184406,225.000619141302,582.754408195969,654.144790444835
"285",358,934.111656453689,880.733302032857,461.140735781336,627.236752047728,NA,616.045504283077
"286",699,990.903157651814,717.013851818715,493.688241165809,376.664427640699,1053.40718276777,415.246886032287
"287",204,1264.65335238586,1138.91379439427,462.038109006116,957.25253754683,746.190772051482,695.93489888397
"288",442,908.008456097294,1015.45227019862,570.812564917804,521.18677659569,785.665822407568,535.713049235809
"289",1830,1151.09227942033,956.038742464214,702.440627532422,509.450083603075,777.879742300579,617.248948709974
"290",24,1018.32308365406,625.154668337117,633.04907792279,447.581953619261,825.530048411333,505.514126710582
